URL,Title,Posted Date,Rental Price,Number of Bedrooms,Neighborhood,depth,download_timeout,download_slot,download_latency,Description
https://seattle.craigslist.org/see/vac/d/bremerton-snowline-cabin-86-very-rustic/7069595146.html,Snowline Cabin #86 -Very rustic pet friendly cabin,Feb 17,$0,"
                    3br -
                ","Glacier, WA",1,180.0,seattle.craigslist.org,0.7374660968780518,"
        
This rustic 2-story cabin has 3 bedrooms, 1/2 bath along with a separate shower area , located in the great wooded area of Snowline development. The exterior has a large deck in the front of the cabin and one in the back of the cabin.
The interior floor plan includes one bedroom with 1-full bed, and a laundry nook. A fully equipped kitchen open to the living/dining area with a wood burning stove. Upstairs there is 2 bed rooms each have 1- full bed.

Thank you for taking a look at us. We appreciate you stopping by. 

For Inquiry, Rates, Availability, and Bookings Please reply via email to:
http://rentalo.com/7919/glacier-washington-7-85.html?entry=24
Or Call  
 extension 1006    "
https://seattle.craigslist.org/see/vac/d/seattle-glacier-springs-cabin-16-hot-tub/7069620041.html,Glacier Springs Cabin #16 - Hot tub,Feb 17,$0,"
                    1br -
                ","Glacier, WA",1,180.0,seattle.craigslist.org,0.11833596229553223,"
        
This little 1-story Gingerbread Cottage is surrounded by birch trees, and features one bedroom with 1-king bed, a large 3/4-bath with a double shower, a fully equipped kitchen, a laundry cubby with a stack washer/dryer, and an open living/dining area with a hide-a-bed and a freestanding gas fireplace. Just outside the door is a private outdoor hot tub, and a gas grill! This pet-friendly vacation property will sleep 2 to 4-persons

Thank you for taking a look at us. We appreciate you stopping by. 

For Inquiry, Rates, Availability, and Bookings Please reply via email to:
http://rentalo.com/7919/glacier-washington-7-6.html?entry=1002539
Or Call  
 extension 1006    "
https://seattle.craigslist.org/see/vac/d/seattle-quiet-peaceful-apartment/7071281387.html,Quiet & Peaceful Apartment vacation property,Feb 17,$0,"
                    2br -
                ","Glacier, WA",1,180.0,seattle.craigslist.org,0.10690593719482422,"
        
A private 2nd story 2-bedroom 1-bath en suite attached to a private residence located on 16 beautiful acres beside the river! This mountain view property includes two bedrooms (each with 1-queen bed), and 1-full bathroom. The cozy open living/kitchen area includes a freestanding wood-stove (firewood provided), a European style kitchen with a range, (no oven) and a cozy eating area. This vacation property will sleep up to 4- persons 

Thank you for taking a look at us. We appreciate you stopping by. 

For Inquiry, Rates, Availability, and Bookings Please reply via email to:
http://rentalo.com/7919/glacier-washington-7-22.html?entry=1002539
Or Call  
 extension 1006    "
https://seattle.craigslist.org/see/vac/d/seattle-mt-baker-rim-cabin-64-newer-pet/7071280559.html,Mt Baker Rim Cabin #64 - Newer pet friendly cabin,Feb 17,$0,"
                    2br -
                ","Mt Baker, WA",1,180.0,seattle.craigslist.org,0.1224219799041748,"
        
Mt Baker Rim Cabin #64 - It`s time to get away to this, Newer 2 bedroom cabin that is pet friendly!
This 2 story 2 bedroom, 2 bath, Newer cabin is located in a wooded area. The exterior has a wrap around deck with a gas BBQ grill. The interior floor plan includes one bedroom on the first floor with a Queen Bunk both top and bottom beds are Queen, a full bath that includes the laundry area, A fully equipped kitchen that is open to the living room , with a gas fireplace. The second floor has 1 bedroom with 1 Queen bed and across the hall is a bath with a relaxing jetted bath tub.

Thank you for taking a look at us. We appreciate you stopping by. 

For Inquiry, Rates, Availability, and Bookings Please reply via email to:
http://rentalo.com/7919/glacier-washington-2-63.html?entry=24
Or Call  
 extension 1006    "
https://seattle.craigslist.org/see/vac/d/bremerton-glacier-springs-cabin-89/7071281179.html,Glacier Springs Cabin #89 - Cedar and Log Cabin,Feb 17,$0,"
                    1br -
                ","Glacier, WA",1,180.0,seattle.craigslist.org,0.13731932640075684,"
        
This brand new 1-bedroom, 1 3/4-bath cedar and log chalet is the perfect retreat for that romantic getaway! The exterior includes a covered front porch; perfect for sipping lemonade during our gorgeous summers! The interior floorplan includes one bedroom with 1-king bed and its own gas fireplace, a fully equipped kitchen, and an open living/dining area with a double futon and another gas fireplace. Just outside the back door is a deck with a private hot tub and a gas grill. This pet-friendly vacation property will sleep up to 4-persons

Thank you for taking a look at us. We appreciate you stopping by. 

For Inquiry, Rates, Availability, and Bookings Please reply via email to:
http://rentalo.com/7919/glacier-washington-1-88.html?entry=24
Or Call  
 extension 1006    "
https://seattle.craigslist.org/see/vac/d/seattle-mt-baker-rim-cabin-59-private/7071280361.html,Mt. Baker Rim Cabin #59 - Private outdoor hot tub,Feb 17,$0,"
                    2br -
                ","Mt Baker, WA",1,180.0,seattle.craigslist.org,0.14247393608093262,"
        
This beautiful, newer 2-story, 2-bedroom cabin is very tastefully furnished and includes all the comforts of home.
The main floor of this cabin has a living room with a gas fireplace, a fully equipped kitchen and dining area, 1 bedroom with a king size bed, 1 full bath. There is a covered porch at the back of the house, with a gas grill and a private hot tub. The second floor has 1 bedroom with a queen size bed, an open loft with a futon, a walk-out balcony, and 1 full bath. This pet-friendly vacation property will sleep up 6-persons. 

Thank you for taking a look at us. We appreciate you stopping by. 

For Inquiry, Rates, Availability, and Bookings Please reply via email to:
http://rentalo.com/7919/glacier-washington-8-58.html?entry=24
Or Call  
 extension 1006    "
https://seattle.craigslist.org/see/vac/d/blaine-2-bed-2-bath-whistler-sleeps-6/7069383376.html,"2 Bed, 2 Bath Whistler, sleeps 6, Feb 23 - 25",Feb 16,$195,"
                    2br -
                    750ft, -
                ","Whistler, BC",1,180.0,seattle.craigslist.org,0.12384891510009766,"
        
Whistler Town Plaza Whiski Jack Resort is located at the centre of Whistler Village stroll, a few minutes walk to gondolas for both Whistler and Blackcomb Mountains.

We are offering a 2 BR, 2 BA suite at Whistler Town Plaza Whiski Jack resort from Feb 23rd – 28th, 2020. This unit has 1 King bed in one bedroom, two twins in another bedroom and a queen sofa bed in the living room (sleeps 6/4 privacy) with a fully equipped kitchen, and washer/dryer.

USD$195/night – including Parking

Town Plaza
4314 Main St., Whistler, BC, V8E 0L2 Canada
Check-in: Feb 23th (Sunday) at 4 pm
Check-out: Feb 25th (Tuesday) at 10 am

The minimum check-in age is 25.
Pets are NOT allowed in the units or on the resort property. Serious inquiries only.    "
https://seattle.craigslist.org/see/vac/d/seattle-scam-queen-anne-house/7076772022.html,SCAM! Queen Anne house,Feb 16,$200,,Queen anne,1,180.0,seattle.craigslist.org,0.15982365608215332,"
        
SCAM! Do NOT rent from or contact anyone from any Craigslist listing that looks like this. 

I am the home owner and have been trying to take down this false ad for over a year now. If you want to rent from me, I’m on Airbnb.    "
https://seattle.craigslist.org/see/vac/d/seattle-daily-weekly-monthly-office/7063733814.html,Daily - Weekly - Monthly - Office Studio Space - Floating Oasis,Feb 16,$125,"
                    200ft, -
                ",Seattle,1,180.0,seattle.craigslist.org,0.15933966636657715,"
        
Daily - Weekly and Monthly office Studio Space 

Secret Serenity Floating Oasis 

The most unique office studio in Seattle, located over the water on Lake Union with 180' of breathtaking views

If you're looking for a private and quiet space to work (or not work), you will not find a better location

Located at a prime location off of Westlake Ave N near the Fremont Bridge- 
Just across the Fremont Bridge from the Fremont Google and Adobe Campus
1.4 miles from the Westlake Facebook campus 
1.6 miles from the downtown Amazon campus headquarters 
2.2 miles from the Space Needle 
2.8 miles from Pike Place Market 

3-5 minute walk from Starbucks, PCC grocery store, cafes and many restaurants!

For your use, the office/studio is equipped with-
2 work stations 
2 electronic/push button height adjustable ""Uplift desks"" 
2 height adjustable drafting chairs
2 Mac mini computers equipped with-
Twin screen monitors on one station 
Wide screen monitor on the other station 
Both work stations with additional monitor cables and stands to connect your laptops

Comfortable lounge couch 
Empty area/corner, perfect for photo shoots 
Bose Premium surround sound to listen to music or watch movies
Mini fridge, microwave and coffee-tea/pod maker
There is plenty of free off street parking
Well heated in the winter/air conditioned in the summer
Bathroom on-site
Wifi internet included 

Daily pricing-
For 1 to 3 individuals-
Daily 1 to 6 hours: $125
Daily 6 to 12 hours: $150
Inquire for multiple day/weekly discounts 





office, studio, therapy, therapeutic, therapist, psychologist, psychiatrist, counselor, counseling, health, yoga, attorney, lawyer, lounge, art, artist, architect, architecture, private, privacy, furnished, workspace, shared, sharedspace, space, temporary, short, term, workshop, photoshop, photo studio, photo shoot, consulting    "
https://seattle.craigslist.org/see/vac/d/chelan-wapato-point-waterfront-condo/7076790667.html,Wapato Point Waterfront Condo Lake Chelan,Feb 16,$150,"
                    769ft, -
                ",,1,180.0,seattle.craigslist.org,0.14104080200195312,"
        
Prime location four nights in August 
Yacinde Large Studio Loft C4
Sleeps 6, fully furnished
Check in 4:00 PM Friday Aug 14, Checkout noon Tuesday Aug 18
$150 per night
    "
https://seattle.craigslist.org/see/vac/d/nuevo-vallarta-grand-luxxe-spa-tower-2/7076800884.html,Nuevo Vallarta Grand Luxxe Spa Tower 2 bedroom Suite April 2020!!,Feb 16,$3800,"
                    2br -
                    2400ft, -
                ",Nuevo Vallarta Mexico,1,180.0,seattle.craigslist.org,0.13804125785827637,"
        
Experience the Grand Luxxe Spa Tower at this 5 diamond Vidanta property in Nuevo Vallarta! We've got two extra weeks at this luxurious location! Book now before it's gone! It sleeps four adults in King suites, plus has two sofas and pull-outs for 2 more adults and 2 kids if you need them. 

There's a Jack Nicklaus golf course and you will get free wifi, access to the pools, gym and tennis and 2 for 1 spa treatments with our week! 

It rents for up to $3,060 per NIGHT in Mexico and online. Check it out for yourself! http://www.vidanta.com/en/destinations/nuevo-vallarta/accommodations  (click on 2 bedroom Spa Tower for specific pics and info) We already booked our trip and have these extra weeks that we are willing to rent it for $3,800 each ($7,000 for both weeks)!!!

Call me and I can give more specifics. Just getting this out there so some lucky family (or couple) can take advantage of it and get planning!

Brenda  

    "
https://seattle.craigslist.org/see/vac/d/rockford-waterfront-florida-gulf-coast/7064424153.html,Waterfront Florida - Gulf Coast - Resort Retirement Community,Feb 17,$0,"
                    2br -
                ",,1,180.0,seattle.craigslist.org,0.1355900764465332,"
        
Spacious 2 Bedroom, 2 Bath Well-Maintained Double-Wide Mobile Home in premier large retirement resort community with 3 pools (one olympic-sized), meeting halls, pavilion, fishing piers, fitness centers, shuffleboard courts, and numerous activities. Near Bradenton, Florida - minutes to Anna Maria Island, Longboat Key, Siesta Key, Sarasota and 40 minutes south of Tampa. Minutes from famous outlet shopping mall, restaurants, shops, coffee shops, attractions. Excellent Gulf Coast fishing on-site. Spectacular views, hardwood floors, vinyl and carpeting, and sun room that looks directly onto the water just out the front yard. Laundry room, living room, dining room, excellent kitchen with high-end Samsung appliances, screened lanai and back patio. Spacious and open floor plan with many windows. Prefer long-term rental, terms negotiable. The view, property and resort can't be beat. Age-controlled discerning community with application for rental required and lease and damage deposit. Fully-furnished, turn-key. Leather reclining couch and recliner sleep 3 in addition to the bedrooms and sun room can be used for sleeping as well. Additional photos available upon request. Serious inquiries only.    "
https://seattle.craigslist.org/see/vac/d/rockford-waterfront-florida-gulf-coast/7068016396.html,Waterfront Florida - Gulf Coast - Resort Retirement Community,Feb 17,$0,"
                    2br -
                ",,1,180.0,seattle.craigslist.org,0.15285420417785645,"
        
Spacious 2 Bedroom, 2 Bath Well-Maintained Double-Wide Mobile Home in premier large retirement resort community with 3 pools (one olympic-sized), meeting halls, pavilion, fishing piers, fitness centers, shuffleboard courts, and numerous activities. Near Bradenton, Florida - minutes to Anna Maria Island, Longboat Key, Siesta Key, Sarasota and 40 minutes south of Tampa. Minutes from famous outlet shopping mall, restaurants, shops, coffee shops, attractions. Excellent Gulf Coast fishing on-site. Spectacular views, hardwood floors, vinyl and carpeting, and sun room that looks directly onto the water just out the front yard. Laundry room, living room, dining room, excellent kitchen with high-end Samsung appliances, screened lanai and back patio. Spacious and open floor plan with many windows. Prefer long-term rental, terms negotiable. The view, property and resort can't be beat. Age-controlled discerning community with application for rental required and lease and damage deposit. Fully-furnished, turn-key. Leather reclining couch and recliner sleep 3 in addition to the bedrooms and sun room can be used for sleeping as well. Additional photos available upon request. Serious inquiries only.    "
https://seattle.craigslist.org/see/vac/d/seattle-awesome-apartment-in-taylor-ave/7074016879.html,Awesome Apartment In Taylor Ave!,Feb 17,$500,"
                    1br -
                ",Seattle,1,180.0,seattle.craigslist.org,0.14422988891601562,"
        
1 Bedroom With Brand New Look. Spacious Fully Equipped Kitchen With Abundant Counter Top Space And Cabinets Plus Dining Area. Large Living Room With Abundant Natural Light. Large Patio Off Living Room With View Of Downtown. Large Bedroom With Walk In Closet Space And Vanity. Washer & Dryer In Unit. Linen Closet And Extra Storage Closet. This Is A Beautiful Apartment In A Quiet Peaceful Building On Bus Line To Downtown. Online Rent Payments & Maintenance Requests. Storage Lockers Available. Refundable Security Deposit $500.00 
1251 Taylor Ave N, APT 4, Seattle, WA 98109    "
https://seattle.craigslist.org/see/vac/d/rockford-waterfront-florida-gulf-coast/7068035198.html,Waterfront Florida - Gulf Coast - Resort Retirement Community,Feb 17,$0,"
                    2br -
                ",,1,180.0,seattle.craigslist.org,0.17108774185180664,"
        
Spacious 2 Bedroom, 2 Bath Well-Maintained Double-Wide Mobile Home in premier large retirement resort community with 3 pools (one olympic-sized), meeting halls, pavilion, fishing piers, fitness centers, shuffleboard courts, and numerous activities. Near Bradenton, Florida - minutes to Anna Maria Island, Longboat Key, Siesta Key, Sarasota and 40 minutes south of Tampa. Minutes from famous outlet shopping mall, restaurants, shops, coffee shops, attractions. Excellent Gulf Coast fishing on-site. Spectacular views, hardwood floors, vinyl and carpeting, and sun room that looks directly onto the water just out the front yard. Laundry room, living room, dining room, excellent kitchen with high-end Samsung appliances, screened lanai and back patio. Spacious and open floor plan with many windows. Prefer long-term rental, terms negotiable. The view, property and resort can't be beat. Age-controlled discerning community with application for rental required and lease and damage deposit. Fully-furnished, turn-key. Leather reclining couch and recliner sleep 3 in addition to the bedrooms and sun room can be used for sleeping as well. Additional photos available upon request. Serious inquiries only.    "
https://seattle.craigslist.org/see/vac/d/lahaina-700-total-for-3-nights/7070084762.html,$700 total for (3 nights) Kaanapali Beach Club-MAUI,Feb 17,$700,"
                    1br -
                    800ft, -
                ",Lahaina,1,180.0,seattle.craigslist.org,0.15470004081726074,"
        
This rental is for 3 nights only: March 17 - 20, 2020 (Tuesday - Friday)  in a 1 bedroom DELUXE OCEAN VIEW room at Kaanapali Beach Club. This is a confirmed reservation by an Owner.  Cost is only $233/night! 

DON'T wait to book this or it will be gone! Priceline has it as $348/night for these dates in a SCENIC view room, so this is a fantastic deal!  Good luck finding a better rate :)

****SERIOUS inquiries only please********

Unit is a very spacious with a full kitchen, living and dining area. Huge master bath with separate shower and soaking tub. Unit can sleep 4 people with sofa bed and 5 with a rollaway.

Close to everything; 5 minute drive to Lahaina. All the amenities you'd expect from a Diamond Resorts Int'l property.

Great pool area (and separate kiddie pool w/slide), right on the beach with restaurant, bar and snack bar. They've done many improvements to this property this year and continue to renovate :) This is a great resort for your little ones. There's a kiddie pool with slide, a game room and putt-putt course on site. $24 per day Parking fee is waived since you would be using an owner's unit.

Photos are off internet, however I assure you they are accurate. 

This is a great resort in a great location! Restaurant, bar and snack bar on property. Other restaurants and a grocery store are within a 5-minute walk across the street.

Don't wait to book your dream vacation at an affordable price!! 

Contact me with your possible dates and I will check current inventory to see what is available.    "
https://seattle.craigslist.org/see/vac/d/oregon-coast-bluff-cottage-view-2020/7071745212.html,"Oregon Coast Bluff Cottage, VIEW! 2020 dates, multiple discounts",Feb 17,$104,"
                    2br -
                    760ft, -
                ",Newport - Beverly Beach,1,180.0,seattle.craigslist.org,0.1650407314300537,"
        
Spellbinding panorama--Yaquina Head Lighthouse to Otter Crest (Cape Foulweather). 2-bedroom/2-bath cottage built by my grandfather, Pop. Check out our aerial tour at http://www.lowryrentals.com/beverlybeach

4 miles from north end of Seafood & Wine Festival shuttle route.

We must be doing something right--we have almost FIVE times the # of FlipKey (TripAdvisor) bookings as the next-most booked vacation rental in the Newport area -
https://www.tripadvisor.com/VacationRentals-g51992-Reviews-Newport_Oregon-Vacation_Rentals.html

Before discounts (listed below),   Off-season (Oct. 1 to 5/22/20): $110/night Sun-Thurs; $150/night Fri/Sat.  Add 11.8% for taxes and $70 cleaning fee.   Beyond 2 guests, add $20/adult, $10/minor (for entire stay, not per night). 

2020 currently available dates fall within the following timeframes. Arrival time first day is 4 pm. Departure time is noon. Last day listed in the following sequences is departure day. For example, the night of February 20 is not available. Stays of less than a week note # of nights—all need not be taken—One-night reservations accepted.
Feb 18 - 20 (2 nights)
Mar 1 - 6 (5 nights)
Mar 8 - 22
Mar 29 -30 (1 night)
Apr 12 - 17 (5 nights)
Apr 19 - 21 (2 nights)
Apr 24 - 30 (6 nights)
May 7 - 9 (2 nights)
May 19 – June 2
June 3 - 11
June 15 - 18 (3 nights)
June 30 – July 3 (3 nights)
July 5 - 6 (1 night)
July 16 – 29
Aug 16 – 22 (6 nights)
Aug  31 – Oct 4
Oct  30 – Dec 31

Discounts:
 - 5% for check/MO payment;
 - 5% for full week (ask about rates for longer stays);
 - 5% returning guests;
 - 10% single guest;
 - ? % Kayla Mueller fellowship (If you work for low wages or volunteer, tell me about it);
 - 10% reservation within a month of arrival;
 - 20% reservation within 2 weeks of arrival.

Features:  At 760 SF, Pop's Cottage is cozy for a couple, but can sleep 8:  Queen in main bedroom; queen futon in the living room; 2nd bedroom, separated from main cottage by short breezeway (young children sleeping there will need older companions), has a queen bed & bunk beds, next to the 2nd bathroom, with clawfoot tub.  Main cottage bathroom has shower.  Living room surf view, binoculars & telescope. The kitchen has electric range, small microwave, toaster, refrigerator, dishwasher, coffee grinder, organic fair trade coffee recently roasted by Pop's granddaughter, Mary Lowry (Songbird Java) & coffee  maker.  Weber Spirit BBQ.  Washer and dryer.    TV (digital basic cable), wireless Internet, DVD player, volumes of guest logs.

Dog deposit $100, $80 refunded upon satisfactory inspections of cottage and yard following stay.

Exterior cameras monitor security.

Reply here or call John,  
.

    "
https://seattle.craigslist.org/see/vac/d/chelan-wapato-point-atten-owners/7076880690.html,Wapato Point Atten: Owners,Feb 17,$0,,Lake Chealn,1,180.0,seattle.craigslist.org,0.1579909324645996,"
        
Dear Wapato Point Owners:

I am now accepting ads for 2020 and 2021

Just a quick reminder -- take a look at your weeks and let me know which weeks you would like to get listed -- now is the best time to get this going -- as renters are trying to make their YEAR ROUND vacation plans.

The best -- easiest and quickest way to get your ad listed is to simply send me an email -- I will get it listed -- email you confirmation and bill you at that time. 

I get calls and emails all the item for weeks throughout the year -- I refer directly to the web site -- so it would be in your best interest to get them listed as soon as possible. This web site is designed to assist the owners in renting their weeks the easiest and simplest way possible. The web site has been up and running since 2000 and is well known as the #1 web site to go to for the most updated weeks available.

The simplicity of the web site offers renters (at a glance) exactly what they need to know in order to help in making their vacation plans at Wapato Point. 

What this web site offers is exactly what renters are looking for -- simplicity -- all the facts at a glance / at your finger tips and more importantly a web site they can count on for accuracy and dependability for the needed year round rental service it offers for their rental needs. 

Thank you for your continuous business and I hope to hear from you soon. 


Debra Hansen
wapatotrader.com 
 
    "
